title,summary,link,matched_keywords,tags,text_clean
Inside the Photo Shoot That Made Marilyn Monroe an American Icon,"Seventy years after The Seven Year Itch premiered, a posthumous collection from Sam Shaw, the photographer behind the famous subway grate photo, offers an intimate glimpse of the enigmatic star.",https://www.vanityfair.com/hollywood/story/inside-the-photo-shoot-that-made-marilyn-monroe-an-american-icon,collection,['test'],inside photo shoot marilyn monroe american icon seventy year seven year itch premiere posthumous collection sam shaw photographer famous subway grate photo offer intimate glimpse enigmatic star
"A Secret Room, a $160K Longevity Chamber, Breathing Lamps, and Brain Wave States: Inside Elite Athletes’ Recovery Tricks","The Ammortal chamber, a high-tech tool for fast recovery, claims to be able to reset the nervous system, offering what feels like hours of restoration in 25-minute sessions. Vanity Fair got a peek at ...",https://www.vanityfair.com/news/story/inside-elite-athletes-recovery-tricks,thing,['cross_industry'],secret room longevity chamber breathing lamps brain wave states inside elite athletes recovery tricks ammortal chamber high tech tool fast recovery claim able reset nervous system offer feel like hour restoration minute session vanity fair get peek
Broadway Star Corey Hawkins Finds New Depth in The Man in My Basement,"Nadia Latif’s debut feature film stars Hawkins as a rudderless man who is given a disturbing offer from a stranger, played by Willem Dafoe.",https://www.vanityfair.com/hollywood/story/corey-hawkins-man-in-my-basement-interview,new,['cross_industry'],broadway star corey hawkins find new depth man basement nadia latif debut feature film star hawkins rudderless man give disturbing offer stranger play willem dafoe
The Victoria Beckham Docuseries Is Finally Coming to Netflix,"Filmmakers followed the star fashion designer during Fashion Week in 2024, and now the footage will appear in a Netflix show premiering October 9.",https://www.vanityfair.com/hollywood/story/the-victoria-beckham-docuseries-is-finally-coming-to-netflix,"fashion, designer",['test'],victoria beckham docuseries finally come netflix filmmakers follow star fashion designer fashion week footage appear netflix premiere october
Prince William and Kate Middleton Will Play a Major Role in Donald Trump’s Visit to Britain,The itinerary for next week’s trip includes a joint engagement for the Princess of Wales and Melania Trump.,https://www.vanityfair.com/style/story/prince-william-and-kate-middleton-will-play-a-major-role-in-donald-trumps-visit-to-britain,next,['cross_industry'],prince william kate middleton play major role donald trump visit britain itinerary week trip include joint engagement princess wales melania trump
Sofia Coppola and Bill Murray Hit the Dance Floor to Celebrate Her New Chanel Book,"The filmmaker was joined by her husband Thomas Mars, daughters Romy and Cosima Mars, plus friends like Bill Murray, Kirsten Dunst, Gracie Abrams, and Jon Hamm for the launch of her latest book, Chanel...",https://www.vanityfair.com/culture/story/sofia-coppola-bill-murray-chanel-book,"new, latest",['cross_industry'],sofia coppola bill murray hit dance floor celebrate new chanel book filmmaker join husband thomas mars daughter romy cosima mars plus friend like bill murray kirsten dunst gracie abrams jon hamm launch late book chanel
How Charlie Kirk Used Controversy—Often Delivered in Person—to Construct Our New Media Ecosystem,"With his relentless approach and online inescapability, the young conservative movement leader built a culture-war behemoth.",https://www.vanityfair.com/news/story/charlie-kirk-new-media-ecosystem,new,['cross_industry'],charlie kirk controversy deliver person construct new media ecosystem relentless approach online inescapability young conservative movement leader build culture war behemoth
"Meet the Celebrities, Spies, and Billionaires Who Pulled Off an Elaborate Prisoner Swap With Putin","In their new book, Swap: A Secret History of the New Cold War, Drew Hinshaw and Joe Parkinson, Wall Street Journal international-investigations reporters and Pulitzer finalists, give a gripping accoun...",https://www.vanityfair.com/culture/story/a-rare-glimpse-into-putins-shadow-war,new,['cross_industry'],meet celebrities spies billionaires pull elaborate prisoner swap putin new book swap secret history new cold war drew hinshaw joe parkinson wall street journal international investigation reporter pulitzer finalist gripping accoun
Hitler Confidant Leni Riefenstahl Always Said She Was Just a Filmmaker. A New Doc Reveals the Truth,Riefenstahl examines the Triumph of the Will director—and her unconvincing claims that she was unaware of Hitler’s genocidal agenda.,https://www.vanityfair.com/hollywood/story/leni-riefenstahl-documentary-fascism,new,['cross_industry'],hitler confidant leni riefenstahl say filmmaker new doc reveal truth riefenstahl examine triumph director unconvincing claim unaware hitler genocidal agenda
"Lady Marina Windsor Shares Emotional Tribute to “Beloved Amama,"" Late Duchess of Kent","The late duchess's granddaughter, who recently announced her engagement, shared photos and a moving message about the royal.",https://www.vanityfair.com/style/story/lady-marina-windsor-tribute-duchess-of-kent,announced,['cross_industry'],lady marina windsor shares emotional tribute beloved amama late duchess kent late duchess granddaughter recently announce engagement share photo move message royal
"Princess Amalia of the Netherlands Inherited a Love for Chanel From Her Mother, Queen Maxima","During an official engagement in Amsterdam, the future queen showed off a handbag that looked to be a family heirloom.",https://www.vanityfair.com/style/story/princess-amalia-of-the-netherlands-inherited-a-love-for-chanel,future,['cross_industry'],princess amalia netherlands inherit love chanel mother queen maxima official engagement amsterdam future queen show handbag look family heirloom
Gwyneth Paltrow and Brad Falchuk’s Biggest Regret About Their Early Romance Involves Kids,The couple has revealed a decision made at the beginning of their marriage that they would have now approached differently.,https://www.vanityfair.com/hollywood/story/gwyneth-paltrow-and-brad-falchuks-biggest-regret-about-their-early-romance-involves-kids,big,['cross_industry'],gwyneth paltrow brad falchuk big regret early romance involve kid couple reveal decision beginning marriage approach differently
"On Fox News, Where Charlie Kirk Was a Frequent Presence, Anchors Processed His Death in Real Time","In the immediate aftermath of the shooting, network personalities, many of whom knew Kirk as friend or media ally, dealt with the news as they delivered it.",https://www.vanityfair.com/news/story/fox-news-charlie-kirk-death,new,['cross_industry'],fox news charlie kirk frequent presence anchors process death real time immediate aftermath shooting network personality know kirk friend medium ally deal news deliver
A designer who turned her back on London and reaped the rewards,"Gabriele Kim, née Skucas, has never compromised on quality or labour standards for cost. In the end, it’s made her even more money.",https://1granary.substack.com/p/gabriele-kim-interview-2025,designer,['test'],designer turn london reap reward gabriele kim née skucas compromise quality labour standard cost end money
17 freshers on what they expect from the future of fashion,"A new wave of students is about to hit design schools in Paris, London, and beyond. We asked a handful how they feel about it.",https://1granary.substack.com/p/freshers-on-what-they-expect-from-fashion,"new, future, fashion","['test', 'cross_industry']",fresher expect future fashion new wave student hit design school paris london ask handful feel
Buyers’ advice for emerging designers this season,🚨 Plus our first news digest 🚨,https://1granary.substack.com/p/buyers-advice-for-emerging-designers,"new, buyers, designer","['test', 'cross_industry']",buyer advice emerge designer season plus news digest
What do consultants in fashion do?,"With the title cropping up more and more, we asked a handful of seasoned consultants from different backgrounds to explain the nature of their work.",https://1granary.substack.com/p/what-do-consultants-in-fashion-do,fashion,['test'],consultant fashion title crop ask handful seasoned consultant different background explain nature work
You don't need to live in a fashion capital to run a successful brand,"Evan Kinori started his label ten years ago, designing and producing in San Francisco, far away from the bright lights of New York, Paris and London.",https://1granary.substack.com/p/evan-kinori-interview,"new, fashion","['test', 'cross_industry']",need live fashion capital run successful brand evan kinori start label year ago design produce san francisco far away bright light new york paris london
In-house designers discuss the structures of power in luxury brands,"Hierarchy is everything in fashion. We spoke candidly with designers at Dior, Valentino, Loewe, Burberry, and many more to understand how this is navigated behind closed doors.",https://1granary.substack.com/p/the-structures-of-power-in-luxury-fashion,"thing, fashion, designer","['test', 'cross_industry']",house designer discuss structure power luxury brand hierarchy fashion speak candidly designer dior valentino loewe burberry understand navigate close door
1 Granary Summer School: How to know your customer (before it’s too late),"Palmer//Harding share how understanding their audience transformed their collections, pricing, positioning – and helped them build long-term buyer relationships.",https://1granary.substack.com/p/designers-how-to-know-your-customer,collection,['test'],granary summer school know customer late share understand audience transform collection pricing positioning help build long term buyer relationship
Big or small house – where should I start my career in fashion?,"Choice might seem like a luxury when hitting the fashion job market, but knowing what you want will never hurt.",https://1granary.substack.com/p/big-or-small-house-where-should-i,"big, fashion","['test', 'cross_industry']",big small house start career fashion choice like luxury hit fashion job market know want hurt
In-house designers discuss ageing in fashion,"Age is anything but a number in the industry. We spoke with designers at LV, Chanel, Bottega, Prada, and many more to understand the unique challenges this creates inside the big houses.",https://1granary.substack.com/p/designers-discuss-ageing-in-fashion,"big, thing, fashion, designer","['test', 'cross_industry']",house designer discuss age fashion age number industry speak designer chanel bottega prada understand unique challenge create inside big house
The 1 Granary newsletters you need to catch-up on,"August is for reading, so here are some of our most popular posts to gorge on.",https://1granary.substack.com/p/the-1-granary-newsletters-you-need,new,['cross_industry'],granary newsletter need catch august reading popular post gorge
The fashion industry’s best-kept secret? Asking for help,Mentorship can be a powerful tool to grow a brand or evolve your practice.,https://1granary.substack.com/p/a-z-academy-designers-need-mentors,fashion,['test'],fashion industry well keep secret ask help mentorship powerful tool grow brand evolve practice
An argument against AI panic for creatives,Strategy director Lara Ferris knows what it’s like to be replaced by AI; it started happening in her career a decade ago. But she hasn't lost faith in the future it's ushering in.,https://1granary.substack.com/p/how-to-avoid-ai-panic,future,['cross_industry'],argument panic creative strategy director lara ferris know like replace start happen career decade ago lose faith future usher
Nothing you design is sacred until it’s legally protected,Why emerging designers need to stop winging it with IP and start lawyering up.,https://1granary.substack.com/p/nothing-you-design-is-sacred-until,"thing, designer","['test', 'cross_industry']",design sacred legally protect emerge designer need stop wing start lawyere
What do trend forecasters actually do?,Apparently they can predict the future. We asked actual trend forecasters if that’s true.,https://1granary.substack.com/p/what-do-trend-forecasters-actually,"trend, future, trend","['test', 'cross_industry']",trend forecaster actually apparently predict future ask actual trend forecaster true
"The better you understand your audience, the better your brand will perform","In today’s crowded market, success depends on more than product – it’s about knowing your consumer’s world.",https://1granary.substack.com/p/understand-your-audience-better-designer,consumer,['cross_industry'],well understand audience well brand perform today crowded market success depend product know consumer world
Ignore the Maybach. Stick Around for the Coffee-Dyed Shirts,"Mark Smith Clark's Archie is the ideal of thoughtful clothing designed for quiet routine, even in the shadow of a suspended Maybach.",https://www.highsnobiety.com/p/archie-brand-interview/,thing,['cross_industry'],ignore maybach stick coffee dye shirts mark smith clark archie ideal thoughtful clothing design quiet routine shadow suspend maybach
"Nike’s Clean Skate Shoe Works Hard Like a Timberland Boot (Looks Like One, Too)","Nike SB's Malor TE skate shoe appears in the workwear-style ""Wheat"" colorway. It's almost like a Timberland in skate mode.",https://www.highsnobiety.com/p/nike-sb-malor-wheat-gum/,"color, style","['test', 'cross_industry']",nike clean skate shoe work hard like timberland boot look like nike malor skate shoe appear workwear style wheat colorway like timberland skate mode
A Tactical Air Force 1 Is Also a Luxe One,Nike’s Air Force 1 gets stealthy with Cordura & luxe leather. A moody navy take that mixes military toughness & street-ready style.,https://www.highsnobiety.com/p/nike-air-force-1-07-lv8-dark-obsidian/,style,['test'],tactical air force luxe nike air force get stealthy cordura luxe leather moody navy mix military toughness street ready style
How Fashion Makes the New Thriller ‘Lurker’ Scary and Real,"The film’s costume designer pulled from 2016 Loewe, Rick Owens, and Dries van Noten to capture how menswear hierarchies rule the lives of 20-something boys.",https://www.highsnobiety.com/p/lurker-costumes-loewe-rick-owens-stone-island/,"new, thing, fashion, designer","['test', 'cross_industry']",fashion make new thriller lurker scary real film costume designer pull loewe rick owens dries van noten capture menswear hierarchy rule life boy
Nike's Extremely Tasteful Croc Air Max Answers the Call of the Wild,Nike unleashes a luxe croc skin Air Max 90 sneaker for the fall season. Here's everything on the new drop.,https://www.highsnobiety.com/p/nike-air-max-90-croc-skin/,"new, thing",['cross_industry'],nike extremely tasteful croc air max answers wild nike unleash luxe croc skin air max sneaker fall season new drop
A Salomon for Shepherds,The Broken Arm turned an all-new Salomon silhouette into a hairy good hiking shoe worthy of farmers & shepherds.,https://www.highsnobiety.com/p/salomon-the-broken-arm-pastoral-sneaker/,"new, silhouette",['cross_industry'],salomon shepherds broken arm turn new salomon silhouette hairy good hiking shoe worthy farmer shepherd
H&M Atelier’s FW2025 Collection Is a Masterclass in Menswear Essentials,The Swedish fashion giant H&M have launched their new Autumn-Winter 2025 menswear collection,https://www.highsnobiety.com/p/h-m-atelier-fw2025/,"new, fashion, collection","['test', 'cross_industry']",atelier collection masterclass menswear essentials swedish fashion giant launch new autumn winter menswear collection
This Post Carries Precious Cargo (Pants),"Popularized in the ’90s, cargo pants are firmly back on the fashion circuit. Check out a selection of our favorites for every budget here.",https://www.highsnobiety.com/p/best-cargo-pants-for-men-buy-online/,"cargo pants, fashion","['test', 'silhouette']",post carry precious cargo pants popularize cargo pant firmly fashion circuit check selection favorite budget
Highsnobiety & XL EXTRALIGHT® Love New York,Our collab with XL EXTRALIGHT® returns for a very special I <3 NY logo edition in celebration of Highsnobiety New York.,https://www.highsnobiety.com/p/highsnobiety-xl-extralight-love-new-york/,new,['cross_industry'],highsnobiety extralight love new york collab extralight return special logo edition celebration highsnobiety new york
"8 of the Best Men's Tracksuits, From Nike to Needles","Whether you're into ’90s sportswear styles or fashion house logo-embellished flex, we've rounded up some of the best men's tracksuits to shop for spring.",https://www.highsnobiety.com/p/best-mens-tracksuits/,"fashion, style",['test'],best men tracksuits nike needles sportswear style fashion house logo embellish flex round good man tracksuit shop spring
New Balance Sneakers as Piercing as a Tiger’s Eyes,"The Action Bronson x New Balance 992 “Tiger Eye” has strong workwear vibes. But be warned, this isn't suitable for manual labor.",https://www.highsnobiety.com/p/action-bronson-new-balance-992-2025/,new,['cross_industry'],new balance sneakers pierce tiger eyes action bronson new balance tiger eye strong workwear vibe warn suitable manual labor
New Balance’s Trail Shoe Is the Anti-Dad Sneaker,New Balance's Fresh Foam X Hierro v9  trail shoe is the opposite of a New Balance dad shoe.,https://www.highsnobiety.com/p/new-balance-fresh-foam-x-hierro-v9-sneaker/,new,['cross_industry'],new balance trail shoe anti dad sneaker new balance fresh foam hierro trail shoe opposite new balance dad shoe
Christophe Lemaire Democratizes the Outerwear of the Future,"Want to master the art of layering? Look no further than UNIQLO U Fall/Winter 2025. Once again, the tasteful diffusion line delivers brilliant styling.",https://www.highsnobiety.com/p/uniqlo-u-fw25/,future,['cross_industry'],christophe lemaire democratize outerwear future want master art layering look uniqlo fall winter tasteful diffusion line deliver brilliant styling
Ami Paris' New Sneaker Is a Shared Dream,"Ami Paris' new Mirage sneaker arrives with a campaign that perfectly captures the spirit of Parisian culture, community, craftsmanship, and collaboration.",https://www.highsnobiety.com/p/ami-paris-mirage/,new,['cross_industry'],ami paris new sneaker shared dream ami paris new mirage sneaker arrive campaign perfectly capture spirit parisian culture community craftsmanship collaboration
Ralph Lauren introduces Ask Ralph,"Powered by Microsoft Azure OpenAI, new Ralph Lauren App feature, Ask Ralph is a new conversational AI shopping experience.",https://allthingsfashiontech.substack.com/p/ralph-lauren-introduces-ask-ralph,new,['cross_industry'],ralph lauren introduce ask ralph powered microsoft azure openai new ralph lauren app feature ask ralph new conversational shopping experience
NYFW Exclusive: Resale as the New Access to Luxury,"As NYFW unfolds, the act of shopping secondhand is granting front row access to the masses.",https://allthingsfashiontech.substack.com/p/nyfw-exclusive-resale-as-the-new,new,['cross_industry'],nyfw exclusive resale new access luxury nyfw unfold act shopping secondhand grant row access masse
Can we go thrift shopping? What? What? What? What?,This week's All Things Fashion Tech Newsroom: Fashion tech startups & textile innovators teaming to strength their offerings.,https://allthingsfashiontech.substack.com/p/can-we-go-thrift-shopping-what-what,"new, thing, fashion","['test', 'cross_industry']",thrift shopping week thing fashion tech newsroom fashion tech startup textile innovator team strength offering
Alta and Sourced By grant access of the global luxury hunt to the everyday consumer,"By merging Alta’s AI-driven styling with Sourced By’s elite sourcing network, the two startups are redefining how consumers move from inspiration to acquisition in the luxury fashion space.",https://allthingsfashiontech.substack.com/p/alta-and-sourced-by-grant-access,"consumer, fashion","['test', 'cross_industry']",alta source grant access global luxury hunt everyday consumer merge alta drive styling sourced elite source network startup redefine consumer inspiration acquisition luxury fashion space
"ATFT Exclusive: Try on styles with AI, jump when the price is right and more",Google’s shopping tools can help you with everything from trying on the latest trends to redesigning your space — and finding everything at the right price.,https://allthingsfashiontech.substack.com/p/atft-exclusive-try-on-styles-with,"trend, thing, latest, style, trend","['test', 'cross_industry']",atft exclusive try style jump price right google shopping tool help try late trend redesign space find right price
LVMH alumna launched the chicest wearable you've ever seen,"This week's All Things Fashion Tech Newsroom: Jewelry & robotics, leather & biodegradable sneakers",https://allthingsfashiontech.substack.com/p/lvmh-alumna-launched-the-chicest,"new, thing, fashion","['test', 'cross_industry']",lvmh alumna launch chic wearable see week thing fashion tech newsroom jewelry robotic leather biodegradable sneaker
Money is being spent--regardless of economic uncertainty,"This week's All Things Fashion Tech Newsroom: Cake raises millions and Meta invests billions, while Prime Day broke a new record with $24.1 billion in U.S. online sales.",https://allthingsfashiontech.substack.com/p/money-is-being-spent-regardless-of,"new, thing, fashion","['test', 'cross_industry']",money spend regardless economic uncertainty week thing fashion tech newsroom cake raise million meta invest billion prime day break new record billion online sale
Is Pinterest About to Become Fashion’s Favorite AI Tutor?,"Pinterest rolls out new functionality to more precisely narrow and refine searches, as well as those that make visual search more accessible across Pinterest’s website.",https://allthingsfashiontech.substack.com/p/is-pinterest-about-to-become-fashions-672,"new, fashion","['test', 'cross_industry']",pinterest fashion favorite tutor pinterest roll new functionality precisely narrow refine search visual search accessible pinterest website
Lee Pace Has Big Hopes for the Fourth Season of ‘Foundation’,"WIRED spoke to Lee Pace on the eve of the season finale of Foundation about clone consciousness, robot gods, and what’s next for the newly renewed show.",https://www.wired.com/story/lee-pace-foundation-interview/,"new, next, big",['cross_industry'],lee pace big hopes fourth season foundation wired speak lee pace eve season finale foundation clone consciousness robot god newly renew
'Hades II' Is Coming to Nintendo Switch This Month,"Nintendo made a slew of announcements during its latest Direct event, including details on a new Resident Evil game, a Ditto-centric Pokémon title, and more details on Hades II.",https://www.wired.com/story/hades-ii-is-coming-to-nintendo-switch-this-month/,"new, latest",['cross_industry'],hades come nintendo switch month nintendo slew announcement late direct event include detail new resident evil game ditto centric pokémon title detail hades
Nintendo Drops Surprise Trailer for New ‘Super Mario Galaxy Movie’,"The Super Mario Bros. Movie sequel, titled The Super Mario Galaxy Movie, will be released in 2026. The original cast, including Chris Pratt, Anya Taylor-Joy, and Jack Black, will reprise their roles.",https://www.wired.com/story/super-mario-galaxy-movie-new-trailer/,new,['cross_industry'],nintendo drops surprise trailer new super mario galaxy movie super mario movie sequel title super mario galaxy movie release original cast include chris pratt anya taylor joy jack black reprise role
"Nissan Leaf 2026 Review: Superb Steering, Competitive Pricing",The groundbreaking Leaf returns bigger and better than ever—but leaves us wanting more.,https://www.wired.com/review/nissan-leaf-2026/,big,['cross_industry'],nissan leaf review superb steering competitive pricing groundbreaking leaf return big well leave want
The Best Gifts for Newlyweds They’ll Actually Use (2025),"Whether you’re shopping for a couple or updating your own registry, these are our favorite tried-and-tested gifts that’ll be enjoyed for years to come.",https://www.wired.com/gallery/best-gifts-for-newlyweds/,new,['cross_industry'],best gift newlywed actually use shop couple update registry favorite try test gift enjoy year come
Wi-Fi Router Vs Mesh System: Which Is Best for You?,Find out whether a single Wi-Fi router or a mesh system makes the most sense for your home network.,https://www.wired.com/story/mesh-system-vs-wi-fi-router/,mesh,['material'],router mesh system good find single router mesh system make sense home network
Lenovo Coupon Codes and Deals: Up to $500 Off,"Whether you’re shopping for a ThinkPad, Yoga laptop, or Legion gaming PC, these Lenovo discount codes and promotions can help you save big on your next tech upgrade.",https://www.wired.com/story/lenovo-coupon-code/,"next, big",['cross_industry'],lenovo coupon codes deal shop thinkpad yoga laptop legion game lenovo discount code promotion help save big tech upgrade
How China’s Propaganda and Surveillance Systems Really Operate,A series of corporate leaks show that Chinese technology companies function far more like their Western peers than one might imagine.,https://www.wired.com/story/made-in-china-how-chinas-surveillance-industry-actually-works/,technology,['cross_industry'],china propaganda surveillance systems operate series corporate leak chinese technology company function far like western peer imagine
Welcome to Dior’s New Dawn,"Jonathan Anderson is making Dior in his image: elite, expansive, eccentric, and extra.",https://i-d.co/article/dior-jonathan-anderson-interview-issue-375/,new,['cross_industry'],welcome dior new dawn jonathan anderson make dior image elite expansive eccentric extra
Meet the Next Wave from the School That Gave Us Yohji and Junya,"From punk romanticism to dystopian neon, Tokyo’s next generation is rewriting the codes.",https://i-d.co/article/bunka-fashion-college-tokyo-class-of-2025/,next,['cross_industry'],meet wave school give yohji junya punk romanticism dystopian neon tokyo generation rewrite code
Post Malone Smokes Paris Out with His Fashion Debut,"Bud Light, a runway horse, and a cigarette haze take over Karl Lagerfeld’s old palace in Paris.",https://i-d.co/article/post-malone-debut-fashion-show-paris/,fashion,['test'],post malone smoke paris fashion debut bud light runway horse cigarette haze karl lagerfeld old palace paris
"SOM carries out ""complete transformation"" of New York's iconic Waldorf Astoria hotel","Global architecture firm SOM has completed the restoration of the art deco Waldorf Astoria hotel in Midtown Manhattan in an attempt to ""bridge the gap between the past and future"". The Waldorf Astoria...",https://www.dezeen.com/2025/09/12/som-waldorf-astoria-hotel-restoration-new-york/,"new, future",['cross_industry'],som carry complete transformation new york iconic waldorf astoria hotel global architecture firm som complete restoration art deco waldorf astoria hotel midtown manhattan attempt bridge gap past future waldorf astoria
"""Furniture's ingredients have changed mostly for the better"" says Bruce Hannah","Moving manufacturing back to major cities and updating old designs with new materials should be priorities for design in the US, industrial designer Bruce Hannah tells Dezeen in this interview. Speaki...",https://www.dezeen.com/2025/09/12/bruce-hannah-knoll-chairs-interview/,"new, material, designer","['test', 'cross_industry']",furniture ingredient change well say bruce hannah moving manufacturing major city update old design new material priority design industrial designer bruce hannah tell dezeen interview speaki
Mystone Pietra Ligure tiles by Marazzi,Dezeen Showroom: Italian tile manufacturer Marazzi has used its latest technologies to create a contemporary take on slate with the Mystone Pietra Ligure range. The Mystone Pietra Ligure is a porcelai...,https://www.dezeen.com/2025/09/12/mystone-pietra-ligure-tiles-marazzi-dezeen-showroom/,latest,['cross_industry'],mystone pietra ligure tile marazzi dezeen showroom italian tile manufacturer marazzi late technology create contemporary slate mystone pietra ligure range mystone pietra ligure porcelai
JKMM Architects wins competition to design Museum of Architecture and Design Helsinki,"A design by Finnish studio JKMM Architects with sloped facades made from recycled brick has been announced as the winner of a contest for a design museum in Helsinki, which is set to be built on the s...",https://www.dezeen.com/2025/09/12/museum-of-architecture-and-design-helsinki-jkmm-architects-finland/,announced,['cross_industry'],jkmm architect win competition design museum architecture design helsinki design finnish studio jkmm architect slope facade recycled brick announce winner contest design museum helsinki set build
"""The simple materiality works a charm"" says commenter","In this week's comments update, readers are discussing a Notting Hill home renovation by Knox Bhaven featuring oak joinery and white surfaces. After years of neglect, the four-storey house in London w...",https://www.dezeen.com/2025/09/12/knox-bhavan-notting-hill-home-renovation-comments/,material,['cross_industry'],simple materiality work charm say commenter week comment update reader discuss notting hill home renovation knox bhaven feature oak joinery white surface year neglect storey house london
What Nelson Sees shares Admiral Nelson's view of the city with Londoners,Designer Paul Cocksedge has created a weathered steel sculpture in Trafalgar Square for London Design Festival that incorporates AI-generated films showing how the city has evolved over the centuries....,https://www.dezeen.com/2025/09/12/what-nelson-sees-paul-cocksedge-london-design-festival/,designer,['test'],nelson see share admiral nelson view city londoners designer paul cocksedge create weather steel sculpture trafalgar square london design festival incorporate generate film show city evolve century
"London Design Festival should organise annual exhibition ""that's free to participate in"" say emerging designers",Non-profit collective Design Everything is touring the A Seat at the Table exhibition across London in the back of a van to tackle the rising costs and red tape that it says come with showing at the c...,https://www.dezeen.com/2025/09/12/design-everything-a-seat-at-the-table-emerging-designers/,"thing, designer","['test', 'cross_industry']",london design festival organise annual exhibition free participate emerge designer non profit collective design tour seat table exhibition london van tackle rise cost red tape say come show
Projects designed by BIG and KPF among eight vying for New York casino licenses,"BIG, Gensler, and KPF are among the architecture studios involved in ongoing bids for three casino licenses set to be awarded later this year for developments around New York, with multiple including ...",https://www.dezeen.com/2025/09/11/new-york-city-casino-gambling-licenses-2025/,"new, big",['cross_industry'],project design big kpf vying new york casino license big gensler kpf architecture studio involve ongoing bid casino license set award later year development new york multiple include
Dezeen's 10 favourite projects at Collectible design fair in New York,"Chairs made with spools of denim and furniture with stylish mixes of wood and metal were on show at the second iteration of Belgian design fair Collectible in New York. Here, US editor Ben Dreith sele...",https://www.dezeen.com/2025/09/11/collectible-design-fair-new-york-2025/,new,['cross_industry'],dezeen favourite project collectible design fair new york chairs spool denim furniture stylish mix wood metal second iteration belgian design fair collectible new york editor ben dreith sele
Dezeen Agenda features Gustaf Westman's debut IKEA collection,The latest edition of our weekly Dezeen Agenda newsletter features Gustaf Westman's colourful tableware collection for IKEA. Subscribe to Dezeen Agenda now. Swedish designer Gustaf Westman has created...,https://www.dezeen.com/2025/09/11/gustaf-westman-debut-tableware-collection-ikea-dezeen-agenda/,"new, latest, collection, designer","['test', 'cross_industry']",dezeen agenda feature gustaf westman debut ikea collection late edition weekly dezeen agenda newsletter feature gustaf westman colourful tableware collection ikea subscribe dezeen agenda swedish designer gustaf westman create
Dezeen Awards 2025 sustainability longlist revealed,"Dezeen has revealed the 80-strong longlisted for this year's Dezeen Awards sustainability categories, including designs by Carmody Groarke, Sancal and SOM. The 80 longlisted projects, which are in the...",https://www.dezeen.com/2025/09/11/dezeen-awards-2025-sustainability-longlist/,sustainability,['cross_industry'],dezeen awards sustainability longlist reveal dezeen reveal strong longliste year dezeen awards sustainability category include design carmody groarke sancal som longliste project
Live translation and five other groundbreaking innovations from Apple's 2025 keynote,"Dezeen editor Tom Ravenscroft picks the six top innovations from Apple's keynote event, including the thinnest iPhone ever, AirPods with live translation and high blood pressure alerts on the Apple Wa...",https://www.dezeen.com/2025/09/10/apple-live-translation-blood-pressure-iphone-watch-airpods/,innovation,['cross_industry'],live translation groundbreaking innovation apple keynote dezeen editor tom ravenscroft pick innovation apple keynote event include thin iphone airpods live translation high blood pressure alert apple
Donald Judd's Architecture Office reopens in Marfa following restoration,"The Texas studio and living space of American designer Donald Judd will reopen later this month following a seven-year restoration effort by architects Troy Schaum and Rosalyne Shieh, including recove...",https://www.dezeen.com/2025/09/10/donald-judd-office-marfa-texas-schaum-shieh-architects/,designer,['test'],donald judd architecture office reopen marfa follow restoration texas studio living space american designer donald judd reopen later month follow seven year restoration effort architect troy schaum rosalyne shieh include recove
Singapore Design Week 2025 marks the country's 60 year independence,"Promotion: design festival Singapore Design Week has announced its return this September in a celebration of the city's design spirit and creativity. Organised by the DesignSingapore Council, the even...",https://www.dezeen.com/2025/09/10/singapore-design-week-2025/,announced,['cross_industry'],singapore design week mark country year independence promotion design festival singapore design week announce return september celebration city design spirit creativity organise designsingapore council
Tiles by Pretty Plastic,Dezeen Showroom: Dutch company Pretty Plastic has produced tiles for facades and roofs using a notoriously hard-to-recycle material: PVC from post-consumer construction waste. Started by architects Ov...,https://www.dezeen.com/2025/09/10/tiles-pretty-plastic-dezeen-showroom/,"material, consumer",['cross_industry'],tile pretty plastic dezeen showroom dutch company pretty plastic produce tile facade roof notoriously hard recycle material pvc post consumer construction waste start architect
Wendover converts London police station into rental housing,"Design firm Wendover has converted the former St John's Wood police station in northwest London into a block of nine rental apartments, organised around a central courtyard. Located at 20 Newcourt Str...",https://www.dezeen.com/2025/09/10/wendover-police-station-housing-conversion/,new,['cross_industry'],wendover convert london police station rental housing design firm wendover convert john wood police station northwest london block rental apartment organise central courtyard locate newcourt str
Echoes rug collection by Kristine Five Melvær for Volver,Dezeen Showroom: Norwegian design brand Volver worked with designer Kristine Five Melvær on a range of kaleidoscopic hand tufted rugs decorated with geometric patterns. Kristine Five Melvær looked to ...,https://www.dezeen.com/2025/09/10/echoes-rug-collection-kristine-five-melvaedezeen-volver-dezeen-showroom/,"collection, designer",['test'],echo rug collection kristine melvær volver dezeen showroom norwegian design brand volver work designer kristine melvær range kaleidoscopic hand tufte rug decorate geometric pattern kristine melvær look
Acne Studios unveils art-filled Paris headquarters in former laboratory,"A pared-back concrete showroom with an arched glass-brick ceiling sits next to a historic salon filled with collectible design at fashion brand Acne Studios' latest headquarters, designed together wit...",https://www.dezeen.com/2025/09/10/acne-studios-halleroed-paris-headquarters-former-laboratory/,"next, latest, fashion","['test', 'cross_industry']",acne studios unveil art fill paris headquarters laboratory pare concrete showroom arched glass brick ceiling sit historic salon fill collectible design fashion brand acne studios late headquarter design wit
